respondent_id,h1n1_vaccine,seasonal_vaccine
26757,0.11794791237885723,0.35544431731727927
26758,0.4398974990668697,0.6824632538180436
26759,0.19931896934000817,0.519857060404914
26760,0.17587841121883283,0.38939454360394693
26761,0.21135369545551322,0.5478514490367026
26762,0.21135369545551322,0.5478514490367026
26763,0.19283311204917272,0.34033171210323115
26764,0.16472617959383606,0.32109505273812033
26765,0.22779430700999487,0.4225901266991415
26766,0.15409945255823412,0.3834998947851469
26767,0.4017746938742552,0.637009768412186
26768,0.21135369545551322,0.5478514490367026
26769,0.17512906780326956,0.34610138121138895
26770,0.16472617959383606,0.32109505273812033
26771,0.15409945255823412,0.3834998947851469
26772,0.1257689608513981,0.3589156361547594
26773,0.16472617959383606,0.32109505273812033
26774,0.4398974990668697,0.6824632538180436
26775,0.12885262291847516,0.3110457053609262
26776,0.17587841121883283,0.38939454360394693
26777,0.11591503920184934,0.35524271805720375
26778,0.17512906780326956,0.34610138121138895
26779,0.1709117288136304,0.382369670163278
26780,0.11794791237885723,0.35544431731727927
26781,0.21135369545551322,0.5478514490367026
26782,0.2386151385960351,0.5974134858439073
26783,0.19889646601794098,0.3932874119869596
26784,0.4398974990668697,0.6824632538180436
26785,0.17587841121883283,0.38939454360394693
26786,0.11787911711252173,0.3334555955834583
26787,0.21135369545551322,0.5478514490367026
26788,0.16792405457615384,0.30237654056963903
26789,0.24103078171989095,0.45025850849133986
26790,0.19424155443130198,0.4312394114376127
26791,0.21135369545551322,0.5478514490367026
26792,0.19931896934000817,0.519857060404914
26793,0.21135369545551322,0.5478514490367026
26794,0.21135369545551322,0.5478514490367026
26795,0.38417910419705986,0.6106120608413118
26796,0.19931896934000817,0.519857060404914
26797,0.4017746938742552,0.637009768412186
26798,0.22779430700999487,0.4225901266991415
26799,0.17587841121883283,0.38939454360394693
26800,0.21135369545551322,0.5478514490367026
26801,0.17587841121883283,0.38939454360394693
26802,0.15697995308504067,0.38225079233428433
26803,0.17587841121883283,0.38939454360394693
26804,0.24103078171989095,0.45025850849133986
26805,0.16963683637712265,0.29639534944055496
26806,0.21135369545551322,0.5478514490367026
26807,0.21135369545551322,0.5478514490367026
26808,0.16472617959383606,0.32109505273812033
26809,0.21135369545551322,0.5478514490367026
26810,0.13736257015529216,0.33565634483132833
26811,0.19931896934000817,0.519857060404914
26812,0.18856724919793658,0.34726248650465674
26813,0.21135369545551322,0.5478514490367026
26814,0.21135369545551322,0.5478514490367026
26815,0.16472617959383606,0.32109505273812033
26816,0.21135369545551322,0.5478514490367026
26817,0.21135369545551322,0.5478514490367026
26818,0.11794791237885723,0.35544431731727927
26819,0.21135369545551322,0.5478514490367026
26820,0.19931896934000817,0.519857060404914
26821,0.14066654941470513,0.45626737546069007
26822,0.2386151385960351,0.5974134858439073
26823,0.4017746938742552,0.637009768412186
26824,0.21135369545551322,0.5478514490367026
26825,0.13716908602481773,0.30936240769534457
26826,0.21135369545551322,0.5478514490367026
26827,0.13094007421686105,0.2283991470145042
26828,0.21135369545551322,0.5478514490367026
26829,0.21135369545551322,0.5478514490367026
26830,0.21135369545551322,0.5478514490367026
26831,0.4017746938742552,0.637009768412186
26832,0.24103078171989095,0.45025850849133986
26833,0.12227896457552496,0.2960838430986101
26834,0.15949711080774387,0.27347835995742364
26835,0.2386151385960351,0.5974134858439073
26836,0.4017746938742552,0.637009768412186
26837,0.21135369545551322,0.5478514490367026
26838,0.21135369545551322,0.5478514490367026
26839,0.38417910419705986,0.6106120608413118
26840,0.17512906780326956,0.34610138121138895
26841,0.1997228822417589,0.4385246458368249
26842,0.16071054769903986,0.3561702234007659
26843,0.21135369545551322,0.5478514490367026
26844,0.270805697063079,0.5007699492525411
26845,0.21135369545551322,0.5478514490367026
26846,0.21135369545551322,0.5478514490367026
26847,0.14200424577954301,0.31320852609037364
26848,0.2386151385960351,0.5974134858439073
26849,0.2386151385960351,0.5974134858439073
26850,0.1257689608513981,0.3589156361547594
26851,0.1709117288136304,0.382369670163278
26852,0.12277138832157074,0.20917656902002113
26853,0.17512906780326956,0.34610138121138895
26854,0.21135369545551322,0.5478514490367026
26855,0.2386151385960351,0.5974134858439073
26856,0.16963683637712265,0.29639534944055496
26857,0.1709117288136304,0.382369670163278
26858,0.38417910419705986,0.6106120608413118
26859,0.13094007421686105,0.2283991470145042
26860,0.17587841121883283,0.38939454360394693
26861,0.19889646601794098,0.3932874119869596
26862,0.12227896457552496,0.2960838430986101
26863,0.15949711080774387,0.27347835995742364
26864,0.2386151385960351,0.5974134858439073
26865,0.1709117288136304,0.382369670163278
26866,0.21135369545551322,0.5478514490367026
26867,0.16472617959383606,0.32109505273812033
26868,0.21135369545551322,0.5478514490367026
26869,0.15949711080774387,0.27347835995742364
26870,0.1709117288136304,0.382369670163278
26871,0.11591503920184934,0.35524271805720375
26872,0.17512906780326956,0.34610138121138895
26873,0.2386151385960351,0.5974134858439073
26874,0.19931896934000817,0.519857060404914
26875,0.19889646601794098,0.3932874119869596
26876,0.17587841121883283,0.38939454360394693
26877,0.17512906780326956,0.34610138121138895
26878,0.16472617959383606,0.32109505273812033
26879,0.16963683637712265,0.29639534944055496
26880,0.15949711080774387,0.27347835995742364
26881,0.2386151385960351,0.5974134858439073
26882,0.12885262291847516,0.3110457053609262
26883,0.19931896934000817,0.519857060404914
26884,0.17587841121883283,0.38939454360394693
26885,0.1997228822417589,0.4385246458368249
26886,0.21135369545551322,0.5478514490367026
26887,0.21135369545551322,0.5478514490367026
26888,0.4017746938742552,0.637009768412186
26889,0.1257689608513981,0.3589156361547594
26890,0.19889646601794098,0.3932874119869596
26891,0.1709117288136304,0.382369670163278
26892,0.21135369545551322,0.5478514490367026
26893,0.16472617959383606,0.32109505273812033
26894,0.24103078171989095,0.45025850849133986
26895,0.21135369545551322,0.5478514490367026
26896,0.13716908602481773,0.30936240769534457
26897,0.21135369545551322,0.5478514490367026
26898,0.4017746938742552,0.637009768412186
26899,0.12227896457552496,0.2960838430986101
26900,0.22779430700999487,0.4225901266991415
26901,0.11457936361115241,0.2731815875896968
26902,0.19889646601794098,0.3932874119869596
26903,0.13094007421686105,0.2283991470145042
26904,0.21135369545551322,0.5478514490367026
26905,0.21135369545551322,0.5478514490367026
26906,0.21135369545551322,0.5478514490367026
26907,0.13736257015529216,0.33565634483132833
26908,0.21135369545551322,0.5478514490367026
26909,0.4398974990668697,0.6824632538180436
26910,0.2386151385960351,0.5974134858439073
26911,0.17512906780326956,0.34610138121138895
26912,0.12227896457552496,0.2960838430986101
26913,0.4017746938742552,0.637009768412186
26914,0.12227896457552496,0.2960838430986101
26915,0.16963683637712265,0.29639534944055496
26916,0.11787911711252173,0.3334555955834583
26917,0.16792405457615384,0.30237654056963903
26918,0.4398974990668697,0.6824632538180436
26919,0.21135369545551322,0.5478514490367026
26920,0.13736257015529216,0.33565634483132833
26921,0.16963683637712265,0.29639534944055496
26922,0.2386151385960351,0.5974134858439073
26923,0.21135369545551322,0.5478514490367026
26924,0.38417910419705986,0.6106120608413118
26925,0.10856659302182498,0.329909141738132
26926,0.21135369545551322,0.5478514490367026
26927,0.19889646601794098,0.3932874119869596
26928,0.17587841121883283,0.38939454360394693
26929,0.17512906780326956,0.34610138121138895
26930,0.38417910419705986,0.6106120608413118
26931,0.1400920228843909,0.3399963427798006
26932,0.21135369545551322,0.5478514490367026
26933,0.19424155443130198,0.4312394114376127
26934,0.2386151385960351,0.5974134858439073
26935,0.270805697063079,0.5007699492525411
26936,0.12227896457552496,0.2960838430986101
26937,0.21135369545551322,0.5478514490367026
26938,0.21135369545551322,0.5478514490367026
26939,0.17512906780326956,0.34610138121138895
26940,0.4017746938742552,0.637009768412186
26941,0.21135369545551322,0.5478514490367026
26942,0.1997228822417589,0.4385246458368249
26943,0.24103078171989095,0.45025850849133986
26944,0.2386151385960351,0.5974134858439073
26945,0.21135369545551322,0.5478514490367026
26946,0.19424155443130198,0.4312394114376127
26947,0.17587841121883283,0.38939454360394693
26948,0.22779430700999487,0.4225901266991415
26949,0.21135369545551322,0.5478514490367026
26950,0.17587841121883283,0.38939454360394693
26951,0.21135369545551322,0.5478514490367026
26952,0.21135369545551322,0.5478514490367026
26953,0.21135369545551322,0.5478514490367026
26954,0.16071054769903986,0.3561702234007659
26955,0.21135369545551322,0.5478514490367026
26956,0.16543993858487188,0.3629966544679837
26957,0.21135369545551322,0.5478514490367026
26958,0.4017746938742552,0.637009768412186
26959,0.1257689608513981,0.3589156361547594
26960,0.38417910419705986,0.6106120608413118
26961,0.21135369545551322,0.5478514490367026
26962,0.17587841121883283,0.38939454360394693
26963,0.21135369545551322,0.5478514490367026
26964,0.13736257015529216,0.33565634483132833
26965,0.2386151385960351,0.5974134858439073
26966,0.17587841121883283,0.38939454360394693
26967,0.17587841121883283,0.38939454360394693
26968,0.21135369545551322,0.5478514490367026
26969,0.21135369545551322,0.5478514490367026
26970,0.19931896934000817,0.519857060404914
26971,0.270805697063079,0.5007699492525411
26972,0.24103078171989095,0.45025850849133986
26973,0.21135369545551322,0.5478514490367026
26974,0.19931896934000817,0.519857060404914
26975,0.21135369545551322,0.5478514490367026
26976,0.4017746938742552,0.637009768412186
26977,0.21135369545551322,0.5478514490367026
26978,0.13736257015529216,0.33565634483132833
26979,0.22779430700999487,0.4225901266991415
26980,0.2386151385960351,0.5974134858439073
26981,0.19283311204917272,0.34033171210323115
26982,0.2386151385960351,0.5974134858439073
26983,0.21135369545551322,0.5478514490367026
26984,0.1257689608513981,0.3589156361547594
26985,0.21135369545551322,0.5478514490367026
26986,0.4017746938742552,0.637009768412186
26987,0.1709117288136304,0.382369670163278
26988,0.1329414447420415,0.4029071237630975
26989,0.270805697063079,0.5007699492525411
26990,0.2386151385960351,0.5974134858439073
26991,0.11794791237885723,0.35544431731727927
26992,0.15949711080774387,0.27347835995742364
26993,0.21135369545551322,0.5478514490367026
26994,0.19889646601794098,0.3932874119869596
26995,0.4398974990668697,0.6824632538180436
26996,0.15582633920027178,0.27962478374720096
26997,0.21135369545551322,0.5478514490367026
26998,0.16963683637712265,0.29639534944055496
26999,0.17512906780326956,0.34610138121138895
27000,0.21135369545551322,0.5478514490367026
27001,0.21135369545551322,0.5478514490367026
27002,0.19889646601794098,0.3932874119869596
27003,0.19931896934000817,0.519857060404914
27004,0.17587841121883283,0.38939454360394693
27005,0.4017746938742552,0.637009768412186
27006,0.15409945255823412,0.3834998947851469
27007,0.12227896457552496,0.2960838430986101
27008,0.1709117288136304,0.382369670163278
27009,0.21135369545551322,0.5478514490367026
27010,0.12277138832157074,0.20917656902002113
27011,0.17512906780326956,0.34610138121138895
27012,0.38417910419705986,0.6106120608413118
27013,0.21135369545551322,0.5478514490367026
27014,0.12277138832157074,0.20917656902002113
27015,0.17587841121883283,0.38939454360394693
27016,0.2386151385960351,0.5974134858439073
27017,0.19424155443130198,0.4312394114376127
27018,0.21135369545551322,0.5478514490367026
27019,0.2386151385960351,0.5974134858439073
27020,0.21135369545551322,0.5478514490367026
27021,0.38417910419705986,0.6106120608413118
27022,0.11457936361115241,0.2731815875896968
27023,0.1548277106020431,0.42449080095108854
27024,0.270805697063079,0.5007699492525411
27025,0.21135369545551322,0.5478514490367026
27026,0.14979950987201962,0.26606758861648283
27027,0.21135369545551322,0.5478514490367026
27028,0.21135369545551322,0.5478514490367026
27029,0.17512906780326956,0.34610138121138895
27030,0.17587841121883283,0.38939454360394693
27031,0.2386151385960351,0.5974134858439073
27032,0.22779430700999487,0.4225901266991415
27033,0.21135369545551322,0.5478514490367026
27034,0.21135369545551322,0.5478514490367026
27035,0.19889646601794098,0.3932874119869596
27036,0.21135369545551322,0.5478514490367026
27037,0.4017746938742552,0.637009768412186
27038,0.13736257015529216,0.33565634483132833
27039,0.21135369545551322,0.5478514490367026
27040,0.24103078171989095,0.45025850849133986
27041,0.21135369545551322,0.5478514490367026
27042,0.19283311204917272,0.34033171210323115
27043,0.4398974990668697,0.6824632538180436
27044,0.1548277106020431,0.42449080095108854
27045,0.1567638581177764,0.35425316517028427
27046,0.13736257015529216,0.33565634483132833
27047,0.17587841121883283,0.38939454360394693
27048,0.21135369545551322,0.5478514490367026
27049,0.4398974990668697,0.6824632538180436
27050,0.21135369545551322,0.5478514490367026
27051,0.1997228822417589,0.4385246458368249
27052,0.16963683637712265,0.29639534944055496
27053,0.21135369545551322,0.5478514490367026
27054,0.16963683637712265,0.29639534944055496
27055,0.270805697063079,0.5007699492525411
27056,0.16963683637712265,0.29639534944055496
27057,0.16472617959383606,0.32109505273812033
27058,0.16792405457615384,0.30237654056963903
27059,0.2386151385960351,0.5974134858439073
27060,0.21135369545551322,0.5478514490367026
27061,0.19093997846476485,0.34676256686131596
27062,0.1709117288136304,0.382369670163278
27063,0.19424155443130198,0.4312394114376127
27064,0.16792405457615384,0.30237654056963903
27065,0.1548277106020431,0.42449080095108854
27066,0.2386151385960351,0.5974134858439073
27067,0.19889646601794098,0.3932874119869596
27068,0.38417910419705986,0.6106120608413118
27069,0.21135369545551322,0.5478514490367026
27070,0.12227896457552496,0.2960838430986101
27071,0.17587841121883283,0.38939454360394693
27072,0.1257689608513981,0.3589156361547594
27073,0.21135369545551322,0.5478514490367026
27074,0.22779430700999487,0.4225901266991415
27075,0.15949711080774387,0.27347835995742364
27076,0.38417910419705986,0.6106120608413118
27077,0.21135369545551322,0.5478514490367026
27078,0.4398974990668697,0.6824632538180436
27079,0.21135369545551322,0.5478514490367026
27080,0.2386151385960351,0.5974134858439073
27081,0.19931896934000817,0.519857060404914
27082,0.16472617959383606,0.32109505273812033
27083,0.1548277106020431,0.42449080095108854
27084,0.21135369545551322,0.5478514490367026
27085,0.16577873025719403,0.3028421359307808
27086,0.1257689608513981,0.3589156361547594
27087,0.16963683637712265,0.29639534944055496
27088,0.2386151385960351,0.5974134858439073
27089,0.15409945255823412,0.3834998947851469
27090,0.21135369545551322,0.5478514490367026
27091,0.1257689608513981,0.3589156361547594
27092,0.19424155443130198,0.4312394114376127
27093,0.22779430700999487,0.4225901266991415
27094,0.19931896934000817,0.519857060404914
27095,0.21135369545551322,0.5478514490367026
27096,0.13736257015529216,0.33565634483132833
27097,0.19931896934000817,0.519857060404914
27098,0.12866933767291647,0.28585013986073754
27099,0.16963683637712265,0.29639534944055496
27100,0.21135369545551322,0.5478514490367026
27101,0.21135369545551322,0.5478514490367026
27102,0.2386151385960351,0.5974134858439073
27103,0.270805697063079,0.5007699492525411
27104,0.2386151385960351,0.5974134858439073
27105,0.19931896934000817,0.519857060404914
27106,0.21135369545551322,0.5478514490367026
27107,0.21135369545551322,0.5478514490367026
27108,0.16543993858487188,0.3629966544679837
27109,0.19889646601794098,0.3932874119869596
27110,0.19889646601794098,0.3932874119869596
27111,0.21135369545551322,0.5478514490367026
27112,0.1257689608513981,0.3589156361547594
27113,0.1329414447420415,0.4029071237630975
27114,0.17587841121883283,0.38939454360394693
27115,0.38417910419705986,0.6106120608413118
27116,0.17587841121883283,0.38939454360394693
27117,0.1709117288136304,0.382369670163278
27118,0.21135369545551322,0.5478514490367026
27119,0.13716908602481773,0.30936240769534457
27120,0.4017746938742552,0.637009768412186
27121,0.21135369545551322,0.5478514490367026
27122,0.21135369545551322,0.5478514490367026
27123,0.1709117288136304,0.382369670163278
27124,0.13094007421686105,0.2283991470145042
27125,0.17512906780326956,0.34610138121138895
27126,0.15409945255823412,0.3834998947851469
27127,0.16577873025719403,0.3028421359307808
27128,0.4017746938742552,0.637009768412186
27129,0.21135369545551322,0.5478514490367026
27130,0.16543993858487188,0.3629966544679837
27131,0.14472657596250257,0.35726780252356444
27132,0.21135369545551322,0.5478514490367026
27133,0.21135369545551322,0.5478514490367026
27134,0.4017746938742552,0.637009768412186
27135,0.270805697063079,0.5007699492525411
27136,0.21135369545551322,0.5478514490367026
27137,0.19283311204917272,0.34033171210323115
27138,0.4398974990668697,0.6824632538180436
27139,0.16472617959383606,0.32109505273812033
27140,0.4017746938742552,0.637009768412186
27141,0.22779430700999487,0.4225901266991415
27142,0.19424155443130198,0.4312394114376127
27143,0.21135369545551322,0.5478514490367026
27144,0.21135369545551322,0.5478514490367026
27145,0.16071054769903986,0.3561702234007659
27146,0.21135369545551322,0.5478514490367026
27147,0.22779430700999487,0.4225901266991415
27148,0.17512906780326956,0.34610138121138895
27149,0.19931896934000817,0.519857060404914
27150,0.270805697063079,0.5007699492525411
27151,0.14541815352620002,0.3972616083550925
27152,0.16071054769903986,0.3561702234007659
27153,0.21135369545551322,0.5478514490367026
27154,0.2386151385960351,0.5974134858439073
27155,0.21135369545551322,0.5478514490367026
27156,0.21135369545551322,0.5478514490367026
27157,0.1709117288136304,0.382369670163278
27158,0.21135369545551322,0.5478514490367026
27159,0.1567638581177764,0.35425316517028427
27160,0.16963683637712265,0.29639534944055496
27161,0.17512906780326956,0.34610138121138895
27162,0.14400701239155597,0.40676195012290894
27163,0.13736257015529216,0.33565634483132833
27164,0.21135369545551322,0.5478514490367026
27165,0.21135369545551322,0.5478514490367026
27166,0.21135369545551322,0.5478514490367026
27167,0.16472617959383606,0.32109505273812033
27168,0.2386151385960351,0.5974134858439073
27169,0.1997228822417589,0.4385246458368249
27170,0.2386151385960351,0.5974134858439073
27171,0.16071054769903986,0.3561702234007659
27172,0.21135369545551322,0.5478514490367026
27173,0.2386151385960351,0.5974134858439073
27174,0.16577873025719403,0.3028421359307808
27175,0.270805697063079,0.5007699492525411
27176,0.21135369545551322,0.5478514490367026
27177,0.2386151385960351,0.5974134858439073
27178,0.2386151385960351,0.5974134858439073
27179,0.17512906780326956,0.34610138121138895
27180,0.1257689608513981,0.3589156361547594
27181,0.21135369545551322,0.5478514490367026
27182,0.22779430700999487,0.4225901266991415
27183,0.21135369545551322,0.5478514490367026
27184,0.15582633920027178,0.27962478374720096
27185,0.22779430700999487,0.4225901266991415
27186,0.1764292336870756,0.47460716311526824
27187,0.4017746938742552,0.637009768412186
27188,0.16792405457615384,0.30237654056963903
27189,0.14541815352620002,0.3972616083550925
27190,0.16071054769903986,0.3561702234007659
27191,0.15697995308504067,0.38225079233428433
27192,0.16071054769903986,0.3561702234007659
27193,0.16792405457615384,0.30237654056963903
27194,0.15697995308504067,0.38225079233428433
27195,0.13094007421686105,0.2283991470145042
27196,0.22779430700999487,0.4225901266991415
27197,0.22779430700999487,0.4225901266991415
27198,0.17587841121883283,0.38939454360394693
27199,0.21135369545551322,0.5478514490367026
27200,0.17587841121883283,0.38939454360394693
27201,0.22779430700999487,0.4225901266991415
27202,0.13736257015529216,0.33565634483132833
27203,0.14472657596250257,0.35726780252356444
27204,0.16472617959383606,0.32109505273812033
27205,0.16543993858487188,0.3629966544679837
27206,0.4017746938742552,0.637009768412186
27207,0.17587841121883283,0.38939454360394693
27208,0.21135369545551322,0.5478514490367026
27209,0.17587841121883283,0.38939454360394693
27210,0.2386151385960351,0.5974134858439073
27211,0.12885262291847516,0.3110457053609262
27212,0.21135369545551322,0.5478514490367026
27213,0.1709117288136304,0.382369670163278
27214,0.21135369545551322,0.5478514490367026
27215,0.17587841121883283,0.38939454360394693
27216,0.24103078171989095,0.45025850849133986
27217,0.21135369545551322,0.5478514490367026
27218,0.4017746938742552,0.637009768412186
27219,0.4017746938742552,0.637009768412186
27220,0.1257689608513981,0.3589156361547594
27221,0.21135369545551322,0.5478514490367026
27222,0.4017746938742552,0.637009768412186
27223,0.11048669777768509,0.3301037248841188
27224,0.19931896934000817,0.519857060404914
27225,0.21135369545551322,0.5478514490367026
27226,0.10856659302182498,0.329909141738132
27227,0.4398974990668697,0.6824632538180436
27228,0.2386151385960351,0.5974134858439073
27229,0.38417910419705986,0.6106120608413118
27230,0.21135369545551322,0.5478514490367026
27231,0.4398974990668697,0.6824632538180436
27232,0.21135369545551322,0.5478514490367026
27233,0.4017746938742552,0.637009768412186
27234,0.1257689608513981,0.3589156361547594
27235,0.21135369545551322,0.5478514490367026
27236,0.1764292336870756,0.47460716311526824
27237,0.1257689608513981,0.3589156361547594
27238,0.21135369545551322,0.5478514490367026
27239,0.17512906780326956,0.34610138121138895
27240,0.19889646601794098,0.3932874119869596
27241,0.16071054769903986,0.3561702234007659
27242,0.4398974990668697,0.6824632538180436
27243,0.19931896934000817,0.519857060404914
27244,0.13736257015529216,0.33565634483132833
27245,0.17587841121883283,0.38939454360394693
27246,0.4398974990668697,0.6824632538180436
27247,0.2386151385960351,0.5974134858439073
27248,0.15786724334816762,0.27918058901677467
27249,0.21135369545551322,0.5478514490367026
27250,0.19931896934000817,0.519857060404914
27251,0.21135369545551322,0.5478514490367026
27252,0.4398974990668697,0.6824632538180436
27253,0.21135369545551322,0.5478514490367026
27254,0.4398974990668697,0.6824632538180436
27255,0.1709117288136304,0.382369670163278
27256,0.2386151385960351,0.5974134858439073
27257,0.4398974990668697,0.6824632538180436
27258,0.21135369545551322,0.5478514490367026
27259,0.13736257015529216,0.33565634483132833
27260,0.19931896934000817,0.519857060404914
27261,0.21135369545551322,0.5478514490367026
27262,0.13522724700662597,0.4031188604484538
27263,0.13094007421686105,0.2283991470145042
27264,0.19931896934000817,0.519857060404914
27265,0.13094007421686105,0.2283991470145042
27266,0.19931896934000817,0.519857060404914
27267,0.2386151385960351,0.5974134858439073
27268,0.38417910419705986,0.6106120608413118
27269,0.2386151385960351,0.5974134858439073
27270,0.16071054769903986,0.3561702234007659
27271,0.270805697063079,0.5007699492525411
27272,0.4017746938742552,0.637009768412186
27273,0.14200424577954301,0.31320852609037364
27274,0.19889646601794098,0.3932874119869596
27275,0.1709117288136304,0.382369670163278
27276,0.13736257015529216,0.33565634483132833
27277,0.21135369545551322,0.5478514490367026
27278,0.2386151385960351,0.5974134858439073
27279,0.21135369545551322,0.5478514490367026
27280,0.17587841121883283,0.38939454360394693
27281,0.16543993858487188,0.3629966544679837
27282,0.21135369545551322,0.5478514490367026
27283,0.19889646601794098,0.3932874119869596
27284,0.21135369545551322,0.5478514490367026
27285,0.21135369545551322,0.5478514490367026
27286,0.17587841121883283,0.38939454360394693
27287,0.16472617959383606,0.32109505273812033
27288,0.21135369545551322,0.5478514490367026
27289,0.15409945255823412,0.3834998947851469
27290,0.21135369545551322,0.5478514490367026
27291,0.22779430700999487,0.4225901266991415
27292,0.2386151385960351,0.5974134858439073
27293,0.21135369545551322,0.5478514490367026
27294,0.21135369545551322,0.5478514490367026
27295,0.2386151385960351,0.5974134858439073
27296,0.21135369545551322,0.5478514490367026
27297,0.21135369545551322,0.5478514490367026
27298,0.21135369545551322,0.5478514490367026
27299,0.21135369545551322,0.5478514490367026
27300,0.21135369545551322,0.5478514490367026
27301,0.13736257015529216,0.33565634483132833
27302,0.1400920228843909,0.3399963427798006
27303,0.16963683637712265,0.29639534944055496
27304,0.21135369545551322,0.5478514490367026
27305,0.16071054769903986,0.3561702234007659
27306,0.21135369545551322,0.5478514490367026
27307,0.12885262291847516,0.3110457053609262
27308,0.12885262291847516,0.3110457053609262
27309,0.21135369545551322,0.5478514490367026
27310,0.21135369545551322,0.5478514490367026
27311,0.16577873025719403,0.3028421359307808
27312,0.19424155443130198,0.4312394114376127
27313,0.17512906780326956,0.34610138121138895
27314,0.13736257015529216,0.33565634483132833
27315,0.270805697063079,0.5007699492525411
27316,0.21135369545551322,0.5478514490367026
27317,0.17587841121883283,0.38939454360394693
27318,0.17587841121883283,0.38939454360394693
27319,0.4398974990668697,0.6824632538180436
27320,0.4017746938742552,0.637009768412186
27321,0.21135369545551322,0.5478514490367026
27322,0.5974102461197878,0.8662435199321361
27323,0.1257689608513981,0.3589156361547594
27324,0.13736257015529216,0.33565634483132833
27325,0.21135369545551322,0.5478514490367026
27326,0.16071054769903986,0.3561702234007659
27327,0.17587841121883283,0.38939454360394693
27328,0.2386151385960351,0.5974134858439073
27329,0.21135369545551322,0.5478514490367026
27330,0.21135369545551322,0.5478514490367026
27331,0.16472617959383606,0.32109505273812033
27332,0.21135369545551322,0.5478514490367026
27333,0.19283311204917272,0.34033171210323115
27334,0.24103078171989095,0.45025850849133986
27335,0.17512906780326956,0.34610138121138895
27336,0.1257689608513981,0.3589156361547594
27337,0.17512906780326956,0.34610138121138895
27338,0.4017746938742552,0.637009768412186
27339,0.17512906780326956,0.34610138121138895
27340,0.21135369545551322,0.5478514490367026
27341,0.21135369545551322,0.5478514490367026
27342,0.21135369545551322,0.5478514490367026
27343,0.16472617959383606,0.32109505273812033
27344,0.21135369545551322,0.5478514490367026
27345,0.11787911711252173,0.3334555955834583
27346,0.21135369545551322,0.5478514490367026
27347,0.11591503920184934,0.35524271805720375
27348,0.14400701239155597,0.40676195012290894
27349,0.21135369545551322,0.5478514490367026
27350,0.21135369545551322,0.5478514490367026
27351,0.38417910419705986,0.6106120608413118
27352,0.4017746938742552,0.637009768412186
27353,0.16963683637712265,0.29639534944055496
27354,0.21135369545551322,0.5478514490367026
27355,0.21135369545551322,0.5478514490367026
27356,0.15786724334816762,0.27918058901677467
27357,0.21135369545551322,0.5478514490367026
27358,0.21135369545551322,0.5478514490367026
27359,0.21135369545551322,0.5478514490367026
27360,0.12227896457552496,0.2960838430986101
27361,0.21135369545551322,0.5478514490367026
27362,0.2386151385960351,0.5974134858439073
27363,0.16543993858487188,0.3629966544679837
27364,0.17587841121883283,0.38939454360394693
27365,0.19889646601794098,0.3932874119869596
27366,0.270805697063079,0.5007699492525411
27367,0.15949711080774387,0.27347835995742364
27368,0.270805697063079,0.5007699492525411
27369,0.12227896457552496,0.2960838430986101
27370,0.21135369545551322,0.5478514490367026
27371,0.1548277106020431,0.42449080095108854
27372,0.270805697063079,0.5007699492525411
27373,0.21135369545551322,0.5478514490367026
27374,0.21135369545551322,0.5478514490367026
